task_id,task_name,description_output,ChatGPT Response1,ChatGPT Response2,ChatGPT Response3,ChatGPT Response4
80,3aa6fb7a,"To make the output, you have to...fill in the missing corners with a blue square.","To make the output, you have to...remove the existing blue squares from the corners.","To make the output, you have to...replace the blue squares with yellow squares in the corners.","To make the output, you have to...leave the corners empty without any squares.","To make the output, you have to...add orange squares to the edges instead of the corners."
81,3ac3eb23,"To make the output, you have to...take it as 3 column for each square and fill as a chess board pattern.","To make the output, you have to...take it as 5 column for each square and fill in a striped pattern.","To make the output, you have to...take it as 4 column for each rectangle and fill in a solid color pattern.","To make the output, you have to...take it as 2 column for each square and fill in a checkerboard pattern.","To make the output, you have to...take it as 3 column for each rectangle and fill in a random pattern."
82,3af2c5a8,"To make the output, you have to...imagine grid is cut in half vertical. Copy pattern to top and below left half. Mirror pattern to right half of grid to top and below.","To make the output, you have to...imagine grid is cut in half horizontal. Copy pattern to top and below right half. Mirror pattern to left half of grid to top and below.","To make the output, you have to...imagine grid is cut in half vertical. Copy pattern only to left half. Mirror no pattern to right half of grid.","To make the output, you have to...imagine grid is cut in quarter. Copy pattern to top left and below left halves. Mirror pattern to top right and below right.","To make the output, you have to...imagine grid is cut diagonal. Copy pattern to top left and below right. Mirror pattern to top right and below left."
83,3bd67248,"To make the output, you have to...make a yellow line perpendicular to the line located at the left half and then you draw a diagonal red line starting at the intersecting between both lines.","To make the output, you have to...make a blue line parallel to the line located at the left half and then you draw a diagonal red line starting at the intersecting between both lines.","To make the output, you have to...make a green line perpendicular to the line located at the left half and then you draw a vertical red line starting at the intersecting between both lines.","To make the output, you have to...make an orange line perpendicular to the line located at the right half and then you draw a diagonal red line starting at the intersecting between both lines.","To make the output, you have to...make a black line perpendicular to the line located at the left half and then you draw a diagonal blue line starting at the intersecting between both lines."
84,3bdb4ada,"To make the output, you have to...put black squares in the middle of the rectangle shapes so that the pattern is colored square, black square, colored square, black square and so on in the middle of each rectangle.","To make the output, you have to...place black squares at the edges of the rectangle shapes so that the pattern is colored square, black square, colored square, black square and so on at the edges of each rectangle.","To make the output, you have to...put colored squares in the middle of the rectangle shapes so that the pattern is black square, colored square, black square, colored square and so on in the middle of each rectangle.","To make the output, you have to...put black squares outside the rectangle shapes so that the pattern is colored square, black square, colored square, black square and so on outside of each rectangle.","To make the output, you have to...remove black squares from the middle of the rectangle shapes so that the pattern is only colored squares in the middle of each rectangle."
85,3befdf3e,"To make the output, you have to...copy the original input and paste it in the output. Then inverse the colors, then add the amount of squares that filled the input square to each side, inverse the color. Do not worry about the corners.","To make the output, you have to...erase the original input from the output. Then inverse the colors and subtract the amount of squares that filled the input square from each side, keeping the color.","To make the output, you have to...copy and paste the original input in the output. Then keep the colors as they are, and remove an equal number of squares from each side.","To make the output, you have to...copy the original input and paste it in the output. Then inverse the colors, then remove the amount of squares that filled the input from each side without changing the color.","To make the output, you have to...remove the original input and delete it from the output. Then inverse the colors and add squares to each corner while maintaining the colors."
86,3c9b0459,"To make the output, you have to...rotate the grid 180 degrees clockwise.","To make the output, you have to...rotate the grid 180 degrees counterclockwise.","To make the output, you have to...rotate the grid 90 degrees clockwise.","To make the output, you have to...rotate the grid 90 degrees counterclockwise.","To make the output, you have to...flip the grid horizontally."
87,3de23699,"To make the output, you have to...change the color of the colored shape to the color of the four corner squares.","To make the output, you have to...keep the color of the colored shape the same as it is.","To make the output, you have to...change the color of the colored shape to the color of the center square.","To make the output, you have to...remove the colored shape and leave the corners empty.","To make the output, you have to...change the color of the four corner squares to match the colored shape."
88,3e980e27,"To make the output, you have to...copy the placement and color of the pixels surrounding the red or green pixels that are not alone to the pixels that are alone. If the pixel is green the placement and color of the surrounding pixels should be the same as the surrounded green pixel. This should be applied to all solo green pixels. The same should be done with the red pixels, but the placement of the surrounding pixels should be mirrored horizontally.","To make the output, you have to...change the placement and color of the pixels surrounding the red or green pixels that are not alone, and place them in a random order around the solo pixels.","To make the output, you have to...copy the placement and color of the pixels surrounding the blue or yellow pixels that are not alone to the pixels that are alone. This should be applied to all solo blue and yellow pixels in the same manner as described.","To make the output, you have to...swap the placement and color of the pixels surrounding the red pixels with those of the pixels surrounding the green pixels, applying the mirrored pattern vertically.","To make the output, you have to...remove the pixels surrounding the red or green pixels that are not alone, and then place new pixels of a different color around the solo pixels in the grid."
89,3eda0437,"To make the output, you have to...examine the grid, find the black squares that will allow for a symmetrical shape of either a square or rectangle, and color those squares pink.","To make the output, you have to...examine the grid, find the white squares that will allow for a symmetrical shape of a square or rectangle, and color those squares green.","To make the output, you have to...examine the grid, find the black lines that will allow for an asymmetrical shape of a rectangle, and color those lines red.","To make the output, you have to...examine the grid, find the pink lines that will allow for a symmetrical boundary, and color those lines yellow.","To make the output, you have to...examine the grid, find the white squares that will allow for an asymmetrical shape, and color those squares blue."
90,3f7978a0,"To make the output, you have to...make new grid between two gray lines and adjacent light blue pixels. ","To make the output, you have to...delete the grid between two gray lines and adjacent light blue pixels.","To make the output, you have to...leave the grid outside of the two gray lines and adjacent light blue pixels.","To make the output, you have to...erase any light blue pixels and gray lines.","To make the output, you have to...ignore the area between two gray lines and adjacent light blue pixels."
91,40853293,"To make the output, you have to...connect similar colors with that color. where they overlap you should use the vertical color.","To make the output, you have to...disconnect all colors from each other, and where they overlap you should use the horizontal color.","To make the output, you have to...separate dissimilar colors from each other, and where they overlap you should use the horizontal color.","To make the output, you have to...connect similar colors with different colors, and where they overlap you should use the horizontal color.","To make the output, you have to...align different colors with that color, and where they overlap you should use the horizontal color."
92,4093f84a,"To make the output, you have to...copy the gray itself. Imagine the non-gray boxes are attracted to the gray columns/row like magnets. so change the non-gray boxes to gray and remove the difference between so that each now gray box is touching the central row.","To make the output, you have to...move the gray boxes away from the center row and scatter them randomly in the grid.","To make the output, you have to...change the gray boxes to black and remove any that do not touch the central column.","To make the output, you have to...rotate the gray boxes to form diagonal lines that cross the central row.","To make the output, you have to...change the gray boxes to blue and keep them away from the central row."
93,41e4d17e,"To make the output, you have to...find the center of each square and add a magenta pixel to its center. From that magenta pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid. Each magenta line must reach the border of the square. The magenta lines are allowed to cross over each other.","To make the output, you have to...find the center of each square and remove a blue pixel from its center. From that blue pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid. Each blue line must reach the border of the square. The blue lines are allowed to cross over each other.","To make the output, you have to...find the center of each square and add a green pixel to its top left. From that green pixel draw a line from each side of it (up, down, left, right) going straight to the middle of the entire grid. Each green line must reach the middle of the square. The green lines must not cross over each other.","To make the output, you have to...find the center of each square and add a magenta pixel to its edge. From that magenta pixel draw a line from each corner of it diagonally going straight to the border of the entire grid. Each magenta line must stop before the border of the square. The magenta lines must not cross over each other.","To make the output, you have to...find the center of each square and add an orange pixel to its center. From that orange pixel draw a line from each side of it (up, down, left, right) going straight to the outer edge of the entire grid. Each orange line must stop before reaching the border of the square. The orange lines are allowed to cross over each other."
94,4258a5f9,"To make the output, you have to...surround each of the grey boxes with a blue border.","To make the output, you have to...remove the blue border around each of the grey boxes.","To make the output, you have to...fill each of the grey boxes with a blue color.","To make the output, you have to...surround each of the grey boxes with a red border.","To make the output, you have to...avoid placing any borders around each of the grey boxes."
95,4290ef0e,"To make the output, you have to...place the outlines inside each other so the big one contain all others within it, leave the background the same color.","To make the output, you have to...place the outlines side by side so none of them overlap, leave the background the same color.","To make the output, you have to...place the outlines inside each other so the small one contains the others within it, change the background color.","To make the output, you have to...scatter the outlines randomly across the grid, leave the background the same color.","To make the output, you have to...arrange the outlines in a diagonal line across the grid, change the background color."
96,42a50994,"To make the output, you have to...copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black.","To make the output, you have to...erase the input grid, identify which pixels are isolated and change background colors of single pixels to white.","To make the output, you have to...copy the input grid, determine which pixels are separated or not touching any other and convert background colors of connected pixels to white.","To make the output, you have to...copy the input grid, unmark all pixels that are connected and alter background colors of clusters to white.","To make the output, you have to...retain the input grid, identify the pixels that are connected and keep background colors of single pixels as white."
97,4347f46a,"To make the output, you have to...replace all colored blocks inside the rectangular shapes with black so there is only a colored outline of the shapes.","To make the output, you have to...replace all black blocks inside the rectangular shapes with colors so there is a black outline of the shapes.","To make the output, you have to...replace all black blocks outside the rectangular shapes with colors so there is no outline of the shapes.","To make the output, you have to...replace all colored outlines of the shapes with black so there is a solid black outline.","To make the output, you have to...replace all colored blocks outside the rectangular shapes with black to make the background completely black."
98,444801d8,"To make the output, you have to...fill the inside of the blue square border with a single colored pixel. Then, you also fill the pixels where the blue square border is open, and draw a single line on top of the border's upper edge.","To make the output, you have to...fill the outside of the blue square border with multiple colored pixels. Then, you also fill the pixels where the blue square border is closed, and erase a single line from the border's upper edge.","To make the output, you have to...fill the inside of the blue square border with multiple colored pixels. Then, you also leave the pixels where the blue square border is open, and draw a single line on the border's lower edge.","To make the output, you have to...erase the inside of the blue square border. Then, you also fill the pixels where the blue square border is closed, and draw additional lines within the border's upper edge.","To make the output, you have to...draw a new blue square border around the existing one. Then, you also leave the pixels where the blue square border is open, and erase the upper edge of the original border."
99,445eab21,"To make the output, you have to...fill the entire 2x2 grid with the same color of the biggest square pattern that is in the original.","To make the output, you have to...leave the entire 2x2 grid empty without any color.","To make the output, you have to...use different colors for each square in the 2x2 grid.","To make the output, you have to...fill the entire 2x2 grid with the same color of the smallest square pattern that is in the original.","To make the output, you have to...change the shape of the biggest square pattern in the original to a circle, then fill the 2x2 grid."
100,447fd412,"To make the output, you have to...copy the input grid, then copy the pattern based on the red part of the completed object. However, all the positions of the existing red pixels must remain fixed. Also, if the size has increased, increase the size of the pattern proportionally.","To make the output, you have to...delete the input grid, then remove the pattern based on the red part of the completed object. However, all the positions of the existing red pixels must remain fixed. Also, if the size has decreased, reduce the size of the pattern proportionally.","To make the output, you have to...resize the input grid, then erase the pattern based on the red part of the completed object. However, all the positions of the existing red pixels must be moved. Also, if the size has increased, reduce the size of the pattern proportionally.","To make the output, you have to...rotate the input grid, then change the pattern based on the blue part of the completed object. However, all the positions of the existing red pixels must be changed. Also, if the size is unchanged, modify the pattern proportionally.","To make the output, you have to...flip the input grid, then modify the pattern based on the yellow part of the completed object. However, all the positions of the existing red pixels must change places. Also, if the size has decreased, increase the pattern proportionally."
101,44d8ac46,"To make the output, you have to...fill the black area within the gray with red if it is a square; otherwise, leave it alone.","To make the output, you have to...fill the gray area outside the black with red if it is a square; otherwise, leave it alone.","To make the output, you have to...fill the black area within the gray with blue if it is a square; otherwise, leave it alone.","To make the output, you have to...remove the red color if the black area within the gray is a square; otherwise, leave it alone.","To make the output, you have to...change the gray color to black if it is not a square; otherwise, leave it alone."
102,44f52bb0,"To make the output, you have to...fill in the pixels with blue if the input is symmetrical, and with orange if it is not.","To make the output, you have to...fill in the pixels with blue if the input is asymmetrical, and with orange if it is symmetrical.","To make the output, you have to...remove the pixels with blue if the input is symmetrical, and with orange if it is asymmetrical.","To make the output, you have to...fill in the pixels with black if the input is symmetrical, and with red if it is asymmetrical.","To make the output, you have to...erase the pixels with blue if the input is symmetrical, and with orange if it is asymmetrical."
103,4522001f,"To make the output, you have to...make grid 9x9. Note the diagonal that the red square is in in the input. The green square in the diagonal will indicate which corner in the output you should put a 4x4 green square in the output. The red square indicates which corner another 4x4 green square will touch it your new square in the output grid. So you will have two green 4x4 squares touching each other corner to corner.","To make the output, you have to...make grid 9x9. Note the column that the red square is in in the input. The green square in the column will indicate which corner in the output you should put a 4x4 green square in the output. The red square indicates which corner another 4x4 green square will touch it your new square in the output grid. So you will have two green 4x4 squares touching each other side to side.","To make the output, you have to...make grid 9x9. Note the diagonal that the yellow square is in in the input. The blue square in the diagonal will indicate which corner in the output you should put a 4x4 blue square in the output. The yellow square indicates which corner another 4x4 blue square will touch it your new square in the output grid. So you will have two blue 4x4 squares touching each other corner to corner.","To make the output, you have to...make grid 9x9. Note the row that the red square is in in the input. The green square in the row will indicate which corner in the output you should put a 4x4 green square in the output. The yellow square indicates which corner another 4x4 green square will touch it your new square in the output grid. So you will have two green 4x4 squares touching each other side to side.","To make the output, you have to...make grid 9x9. Note the diagonal that the blue square is in in the input. The yellow square in the diagonal will indicate which corner in the output you should put a 4x4 yellow square in the output. The blue square indicates which corner another 4x4 yellow square will touch it your new square in the output grid. So you will have two yellow 4x4 squares touching each other corner to corner."
104,4612dd53,"To make the output, you have to...reconnect the sides of the rectangle(s). Use red to fill in the missing pieces of the sides in a straight line, rebuilding the rectangle(s). You should end up with one or two rectangles.","To make the output, you have to...leave gaps in the sides of the rectangle(s). Use red to fill in the top and bottom of the squares, but not the sides. You should end up with incomplete rectangles.","To make the output, you have to...disconnect the sides of the square(s). Use blue to fill in the missing pieces of the interior in a straight line, breaking the squares. You should end up with one or two incomplete squares.","To make the output, you have to...fill the inside of the circles. Use yellow to fill in the missing pieces of the inside in a random pattern. You should end up with one or two filled circles.","To make the output, you have to...change the colors of the rectangle(s). Use green to fill in the missing pieces of the sides in a curved pattern, altering the rectangles. You should end up with one or two altered rectangles."
105,46442a0e,"To make the output, you have to...create a grid twice the size of the input. Divide the output grid into 4 quadrants. Replicate the input grid pixels in the upper right quad. In the upper left quad, place the input grid that's been rotated clockwise 90 degrees. In the lower right quad, place the input grid colored pixels that has been rotated 180 degrees. In the lower left quad place a copy of the input grid that's been rotated 90 degrees counter-clockwise.","To make the output, you have to...create a grid half the size of the input. Divide the output grid into 4 quadrants. Remove all input grid pixels in the upper right quad. In the upper left quad, place the input grid that's been rotated counter-clockwise 90 degrees. In the lower right quad, place the input grid colored pixels that has not been rotated. In the lower left quad place a copy of the input grid that's been rotated 180 degrees.","To make the output, you have to...create a grid twice as small as the input. Divide the output grid into 4 quadrants. Remove the input grid pixels in the upper right quad. In the upper left quad, place the input grid that's been rotated counter-clockwise 90 degrees. In the lower right quad, place the input grid original colored pixels. In the lower left quad place a copy of the input grid that's been rotated 180 degrees.","To make the output, you have to...create a grid three times the size of the input. Divide the output grid into 4 quadrants. Place the replicated input grid pixels in the lower left quad. In the upper left quad, place the input grid that's been reflected horizontally. In the lower right quad, place the original input grid colored pixels. In the upper right quad place a mirrored copy of the input grid.","To make the output, you have to...create a grid one-fourth the size of the input. Divide the output grid into 3 quadrants. Remove all the input grid pixels in all quads. In the only remaining quadrant, place the input grid. Leave the other quadrants empty with no input grid placed."
106,469497ad,"To make the output, you have to...recreate the input pattern in the larger output grid. For the border, the number of colors on the grid determines how many rows. So, a grid with 4 colors would have 4 rows on the bottom and 4 on the right, For the separate colored block multiply the number of colors by 2 in order to determine its size. So, a grid with 4 colors would mean the block would be 8x8. Finally, make a row of red squares extending from each corner of the separate block and ending at either the colored border or the edge of the grid.","To make the output, you have to...erase the input pattern in the larger output grid. For the border, the number of colors on the grid determines how many columns. So, a grid with 4 colors would have 4 columns on the top and 4 on the left. For the separate colored block, divide the number of colors by 2 in order to determine its size. So, a grid with 4 colors would mean the block would be 2x2. Finally, remove the row of red squares extending from each corner of the separate block and ending at either the colored border or the edge of the grid.","To make the output, you have to...recreate the input pattern in the larger output grid. For the border, the number of colors on the grid determines how many columns. So, a grid with 3 colors would have 3 columns on the bottom and 3 on the right. For the separate colored block, multiply the number of colors by 3 in order to determine its size. So, a grid with 3 colors would mean the block would be 9x9. Finally, make a row of blue squares extending from each corner of the separate block and ending at either the colored border or the edge of the grid.","To make the output, you have to...remove the input pattern in the smaller output grid. For the border, the number of colors on the grid determines how many rows. So, a grid with 5 colors would have 5 rows on the top and 5 on the left. For the separate colored block, multiply the number of colors by 1 in order to determine its size. So, a grid with 5 colors would mean the block would be 5x5. Finally, erase the row of red squares extending from each corner of the separate block and ending at either the colored border or the edge of the grid.","To make the output, you have to...erase the input pattern in the smaller output grid. For the border, the number of shapes on the grid determines how many rows. So, a grid with 6 shapes would have 6 rows on the bottom and 6 on the right. For the separate shaped block, divide the number of colors by 3 in order to determine its size. So, a grid with 6 colors would mean the block would be 2x2. Finally, remove the row of red squares extending from each corner of the separate block and ending at either the colored border or the edge of the grid."
107,46f33fce,"To make the output, you have to...expand colored 1x1 pixels to a 2x2 size. In this process, the size should increase in the top-left direction, meaning the pixels in the upward, leftward, and upper-left diagonal directions of the colored pixel should be filled to create a 2x2 cube. Afterward, while doubling the entire grid size, the enlarged colored pixels should also be transformed into 4x4 pixels. It is essential to maintain the same positions for the 4x4 pixels as the previous ones.","To make the output, you have to...shrink colored 1x1 pixels to a 1x1 size. In this process, the size should decrease in the bottom-right direction, meaning the pixels in the downward, rightward, and lower-right diagonal directions of the colored pixel should be emptied to create a 1x1 cube. Afterward, while halving the entire grid size, the shrunken colored pixels should also be transformed into 1x1 pixels. It is essential to change positions for the 1x1 pixels from the previous ones.","To make the output, you have to...expand colored 1x1 pixels to a 2x2 size. In this process, the size should increase downward-right, meaning the pixels in the downward, rightward, and lower-right diagonal directions of the colored pixel should be filled to create a 2x2 cube. Afterward, while keeping the entire grid size the same, the enlarged colored pixels should also be transformed into 4x4 pixels. It is essential to maintain the same positions for the 4x4 pixels as the previous ones.","To make the output, you have to...expand colored 1x1 pixels to a 3x3 size. In this process, the size should increase in all directions, meaning the pixels surrounding the colored pixel should be filled to create a 3x3 cube. Afterward, while doubling the entire grid size, the enlarged colored pixels should also be transformed into 6x6 pixels. It is essential to maintain the same positions for the 6x6 pixels as the previous ones.","To make the output, you have to...shrink colored 1x1 pixels to a non-existent size. In this process, all colored pixels should be removed entirely from the grid. Afterward, while doubling the entire grid size, the grid should remain completely black. There is no need to consider the previous positions of the colored pixels."
108,47c1f68c,"To make the output, you have to...copy the reflection of the object located in the top-left corner to the remaining portions based on the vertical and horizontal lines dividing the grid into four quadrants. Then, remove the dividing vertical and horizontal lines and concatenate the quartered images.","To make the output, you have to...copy the object located in the top-left corner to the remaining portions without using the vertical and horizontal lines dividing the grid into four quadrants. Then, remove the dividing vertical and horizontal lines and concatenate the quartered images.","To make the output, you have to...copy the reflection of the object located in the bottom-left corner to the remaining portions based on the diagonal lines dividing the grid into four quadrants. Then, remove the dividing diagonal lines and concatenate the quartered images.","To make the output, you have to...reflect the object located in the top-left corner and place it directly in the opposite corner based on the vertical and horizontal lines. Then, leave the dividing vertical and horizontal lines and separate the quartered images.","To make the output, you have to...reflect the object located in the top-right corner to the remaining portions based on the vertical and horizontal lines dividing the grid into four quadrants. Then, add additional vertical and horizontal lines and concatenate the quartered images."
109,484b58aa,"To make the output, you have to...fill in the black spots with the continued pattern that is in the rest of the input so it looks like there is a uniform pattern on the whole grid.","To make the output, you have to...replace the black spots with solid blue squares, disrupting the pattern.","To make the output, you have to...change the black spots to white and invert the colors of the rest of the grid.","To make the output, you have to...leave the black spots as they are and rearrange the surrounding colors into stripes.","To make the output, you have to...fill in the black spots with a different color pattern to create a new design on the grid."
110,48d8fb45,"To make the output, you have to...repeat the colored area that includes a gray square, but do not include the gray square.","To make the output, you have to...erase the colored area that includes a gray square.","To make the output, you have to...include only the gray square and exclude the colored area around it.","To make the output, you have to...repeat the colored area that doesn't include the gray square.","To make the output, you have to...repeat the black area and include the gray square."
111,4938f0c2,"To make the output, you have to...use the same red pattern to create a symmetrical pattern surrounding the green cube.","To make the output, you have to...use a different green pattern to create a symmetrical pattern surrounding the red cube.","To make the output, you have to...use the same blue pattern to create a symmetrical pattern surrounding the orange cube.","To make the output, you have to...use the same yellow pattern to create an asymmetrical pattern around the green cube.","To make the output, you have to...use the same red pattern to create a non-symmetrical pattern surrounding the yellow cube."
112,496994bd,"To make the output, you have to...copy the input grid and then mirror the colored lines on the other end of the grid.","To make the output, you have to...copy the input grid and then remove the colored lines from the other end of the grid.","To make the output, you have to...reverse the input grid and then add extra colored lines in the middle of the grid.","To make the output, you have to...copy the input grid and then rotate the colored lines to the center of the grid.","To make the output, you have to...flip the input grid and then change the colored lines to black."
113,49d1d64f,"To make the output, you have to...expand the pixels at the corners of the grid to a 2x2 size. For pixels along the left and right edges of the grid, which are not at the corners, expand them to 1x2. Conversely, for pixels along the top and bottom edges of the grid, which are not at the corners, expand them to 2x1. If a pixel is neither at the corner nor along the grid edges, leave it as a 1x1 pixel. After all the expansions, color the corners of the newly created grid in black.","To make the output, you have to...reduce the pixels at the corners of the grid to a 1x1 size. For pixels along the left and right edges of the grid, which are not at the corners, reduce them to 1x1. Conversely, for pixels along the top and bottom edges of the grid, which are not at the corners, reduce them to 1x1. If a pixel is neither at the corner nor along the grid edges, leave it as a 2x2 pixel. After all the reductions, color the corners of the newly created grid in light blue.","To make the output, you have to...expand the pixels upwards at the corners of the grid to a 3x3 size. For pixels along the left and right edges of the grid, which are not at the corners, expand them to 2x1. Conversely, for pixels along the top and bottom edges of the grid, which are not at the corners, expand them to 1x2. If a pixel is neither at the corner nor along the grid edges, leave it as a 1x1 pixel. After all the expansions, color the corners of the newly created grid in green.","To make the output, you have to...expand the pixels at the corners of the grid to a 1x1 size. For pixels along the left and right edges of the grid, which are not at the corners, expand them to 2x2. Conversely, for pixels along the top and bottom edges of the grid, which are not at the corners, expand them to 2x2. If a pixel is neither at the corner nor along the grid edges, leave it as a 2x2 pixel. After all the expansions, color the corners of the newly created grid in red.","To make the output, you have to...expand the pixels at the corners of the grid to a 1x1 size. For pixels along the left and right edges of the grid, which are not at the corners, expand them to 3x3. Conversely, for pixels along the top and bottom edges of the grid, which are not at the corners, expand them to 3x3. If a pixel is neither at the corner nor along the grid edges, leave it as a 3x3 pixel. After all the expansions, color the corners of the newly created grid in yellow."
114,4be741c5,"To make the output, you have to...identify the color palette of the input grid image. Take the colors of the distinct boundaries in the input grid's image. If the input image is horizontal, the output grid should also be composed of horizontal single pixels, and vice versa.","To make the output, you have to...use a different color palette from the input grid image. Take colors not present in the input grid's image. If the input image is horizontal, the output grid must be vertical single pixels, and vice versa.","To make the output, you have to...remove the colors of the distinct boundaries in the input grid's image. If the input image is horizontal, the output grid should be composed of vertical single pixels, and vice versa.","To make the output, you have to...change the distinct boundaries to a single color in the input grid's image. Take the main color of the input grid's image. If the input image is horizontal, the output grid should be square pixels, and vice versa.","To make the output, you have to...leave the colors of the distinct boundaries in the input grid's image. Keep the colors of the internal boundaries in the input grid's image. If the input image is horizontal, the output grid can be composed of diagonal single pixels, and vice versa."
115,4c4377d9,"To make the output, you have to...append the input grid flipped vertically above it.","To make the output, you have to...append the input grid without flipping it horizontally below it.","To make the output, you have to...delete the input grid flipped vertically above it.","To make the output, you have to...remove the input grid flipped vertically below it.","To make the output, you have to...rotate the input grid 180 degrees and place it below."
116,4c5c2cf0,"To make the output, you have to...mirror the shape at the corner of the x to the other corners of the x so that the x is surrounded by the corner shape.","To make the output, you have to...remove the shape at the corner of the x and leave the x without any surrounding shapes.","To make the output, you have to...rotate the shape at the corner of the x to the center of the x without any surrounding shapes.","To make the output, you have to...invert the color of the x without adding any surrounding shapes.","To make the output, you have to...change the shape at the corner of the x to a different shape at the center."
117,50846271,"To make the output, you have to...fill in gray units in the area that have red units with red blocks to make crosses with vertical and horizontal units that make up each of the crosses.","To make the output, you have to...remove all the gray units in the area that have red units without forming crosses with vertical and horizontal units.","To make the output, you have to...fill in black units in the area that have red units with red blocks, making circles with vertical and horizontal units that make up each of the circles.","To make the output, you have to...replace gray units in the area that have red units with blue blocks to make vertical lines.","To make the output, you have to...delete gray units in the area that have red units, forming random patterns with vertical and horizontal units."
118,508bd3b6,"To make the output, you have to...fill the pixels with green color diagonally progressing through the light blue pixels. When encountering the red portion, consider it as a mirror, and reflect the direction of the green pixel progression as if it were reflecting off the mirror.","To make the output, you have to...fill the pixels with brown color diagonally progressing through the light blue pixels. When encountering the red portion, consider it as a mirror, and continue the brown pixel progression without reflection.","To make the output, you have to...fill the pixels with green color diagonally progressing through the pink pixels. When encountering the red portion, treat it as a gap, and keep the direction of the green pixel progression unchanged.","To make the output, you have to...fill the pixels with blue color diagonally progressing through the light blue pixels. When encountering the red portion, treat it as a solid wall, and stop the blue pixel progression completely.","To make the output, you have to...fill the pixels with green color vertically progressing through the light blue pixels. When encountering the red portion, consider it an obstacle, and reverse the direction of the green pixel progression vertically."
119,50cb2852,"To make the output, you have to...fill the shapes in with light blue colors but leave the cubes on the edge the same color as the input grid.","To make the output, you have to...erase the shapes and color the rest of the grid with black pixels.","To make the output, you have to...fill the shapes with red colors but keep the inner cubes as different colors.","To make the output, you have to...replace the shapes with green colors and change the background to white.","To make the output, you have to...leave the shapes empty and color the boundaries with orange pixels."
120,5.12E+65,"To make the output, you have to...copy the shape with the light blue dot but replace the light blue dot with the shape color.","To make the output, you have to...switch the shape with the light blue dot to the opposite corner.","To make the output, you have to...replace all shapes with the same color as the light blue dot.","To make the output, you have to...move the shape with the light blue dot to a different section and change its color.","To make the output, you have to...remove the shapes with light blue dots and fill the spaces with black."
121,5168d44c,"To make the output, you have to...move the red cube. If the green pixels are horizontally aligned, move the red cube so that it centers on the next green pixel to the right. If the green pixels are vertically aligned, move the red cube so that it centers on the next green pixel below.","To make the output, you have to...erase the red cube. If the green pixels are horizontally aligned, erase the red cube next to the green pixel to the right. If the green pixels are vertically aligned, erase the red cube below the next green pixel.","To make the output, you have to...move the green cube. If the red pixels are horizontally aligned, move the green cube so that it centers on the next red pixel to the right. If the red pixels are vertically aligned, move the green cube so that it centers on the next red pixel below.","To make the output, you have to...keep the red cube. If the green pixels are horizontally aligned, keep the red cube next to the green pixel to the left. If the green pixels are vertically aligned, keep the red cube above the next green pixel.","To make the output, you have to...replace the red cube with a blue one. If the green pixels are horizontally aligned, replace the red cube with a blue one so that it centers on the next green pixel to the left. If the green pixels are vertically aligned, replace the red cube with a blue one so that it centers on the next green pixel above."
122,539a4f51,"To make the output, you have to...replicate the pattern of the input grid on a 10x10 grid. Start by memorizing the colors provided in a sequence from the top-left to the bottom-right (excluding black). Fill the grid by adding one row below and one column to the right of the already colored portion. If the same color repeats, extend the border coloring by the number of repetitions. Repeat this process until the entire 10x10 grid is filled.","To make the output, you have to...reverse the pattern of the input grid on a 10x10 grid. Memorize the colors provided in a sequence from the bottom-right to top-left (excluding black). Fill the grid by reducing rows and columns in the already colored portion. If the same color is absent, leave gaps by the number of repeated colors. Repeat this process until the entire 10x10 grid is empty.","To make the output, you have to...replicate the pattern of the input grid on an 8x8 grid. Start by disregarding the colors provided in a sequence from the top-left to the bottom-right (excluding black). Fill the grid by removing one row below and one column to the right of the already colored portion. If different colors appear, divide the border coloring by the number of repetitions. Repeat this process until the entire 8x8 grid is filled.","To make the output, you have to...invert the pattern of the input grid on a 10x10 grid. Forget the colors provided in a sequence from the top-left to the bottom-right (excluding black). Empty the grid by removing all rows below and columns to the right of the already colored portion. If the same color appears, subtract coloring by the number of repetitions. Repeat this process until the entire 10x10 grid is blank.","To make the output, you have to...alter the pattern of the input grid on a 5x5 grid. Start by ignoring the colors provided in a sequence from the top to the bottom (including black). Erase the grid by deleting one row below and one column to the right of the already uncolored portion. If colors do not repeat, contract the border coloring by the number of non-repetitions. Repeat this process until the entire 5x5 grid is blank."
123,53b68214,"To make the output, you have to...copy the input pattern exactly and then just continue the pattern (using the same color) till you reach the end of 10x10 grid. It is just a continuation of the original.","To make the output, you have to...copy the input pattern exactly and then fill all remaining squares with black color.","To make the output, you have to...copy the input pattern exactly and then switch the colors to their opposite positions within the 10x10 grid.","To make the output, you have to...erase the input pattern and then use a different color to fill the 10x10 grid randomly.","To make the output, you have to...copy the input pattern in reverse and place it at the opposite corners of the 10x10 grid."
